drugbank_id	target_id	target_name	target_organism	swissprot_id	gene_name	cellular_location
DB00143	BE0001117	Leukotriene C4 synthase	Human	Q16873	LTC4S	Membrane; multi-pass membrane protein
DB00143	BE0000648	Glutathione reductase, mitochondrial	Human	P00390	GSR	Mitochondrion. Cytoplasm
DB00143	BE0000185	Glutathione synthetase	Human	P48637	GSS	
DB00143	BE0000807	Glutathione S-transferase Mu 1	Human	P09488	GSTM1	Cytoplasm
DB00143	BE0000808	Glutathione S-transferase kappa 1	Human	Q9Y2Q3	GSTK1	Peroxisome
DB00143	BE0000809	Glutathione S-transferase A3	Human	Q16772	GSTA3	Cytoplasm
DB00143	BE0000810	Glutathione S-transferase Mu 3	Human	P21266	GSTM3	Cytoplasm
DB00143	BE0000811	Glutathione S-transferase A4	Human	O15217	GSTA4	Cytoplasm
DB00143	BE0000812	Glutathione S-transferase Mu 4	Human	Q03013	GSTM4	Cytoplasm
DB00143	BE0000813	Glutathione S-transferase A5	Human	Q7RTV2	GSTA5	Cytoplasm
DB00143	BE0000814	Glutathione S-transferase P	Human	P09211	GSTP1	
DB00143	BE0000815	Glutathione S-transferase omega-1	Human	P78417	GSTO1	Cytoplasm
DB00143	BE0000816	Glutathione peroxidase 1	Human	P07203	GPX1	Cytoplasm
DB00143	BE0000817	Glutathione peroxidase 2	Human	P18283	GPX2	Cytoplasm. Mainly cytoplasmic
DB00143	BE0000818	Glutathione S-transferase theta-1	Human	P30711	GSTT1	Cytoplasm
DB00143	BE0000819	Maleylacetoacetate isomerase	Human	O43708	GSTZ1	Cytoplasm
DB00143	BE0000820	Epididymal secretory glutathione peroxidase	Human	O75715	GPX5	Secreted protein
DB00143	BE0000821	Glutathione peroxidase 3	Human	P22352	GPX3	Secreted protein
DB00144	BE0002296	Diacylglycerol kinase gamma	Human	P49619	DGKG	Cytoplasm
DB00144	BE0002297	Diacylglycerol kinase delta	Human	Q16760	DGKD	Cytoplasm
DB00144	BE0002299	Phosphatidylserine synthase 2	Human	Q9BVG9	PTDSS2	Membrane
DB00144	BE0002300	Sphingomyelin phosphodiesterase 4	Human	Q9NXE4	SMPD4	Endoplasmic reticulum
DB00144	BE0002301	Sphingomyelin phosphodiesterase 3	Human	Q9NY59	SMPD3	Golgi apparatus
DB00144	BE0001001	Probable phospholipid-transporting ATPase IA	Human	Q9Y2Q0	ATP8A1	Cytoplasmic vesicle; secretory vesicle; chromaffin granule; chromaffin granule membrane; multi-pass 
DB00144	BE0001132	Protein kinase C alpha type	Human	P17252	PRKCA	
DB00144	BE0001099	Phosphatidylserine synthase 1	Human	P48651	PTDSS1	Membrane; multi-pass membrane protein
DB00144	BE0000673	Phosphatidylserine decarboxylase proenzyme	Human	Q9UG56	PISD	Mitochondrion
DB00144	BE0000189	Scavenger receptor class B member 1	Human	Q8WTV0	SCARB1	Cell membrane; multi-pass membrane protein. Cell membrane; caveola; multi-pass membrane protein. Pre
DB00145	BE0000518	2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial	Human	O75600	GCAT	Mitochondrion
DB00145	BE0000409	5-aminolevulinate synthase, nonspecific, mitochondrial	Human	P13196	ALAS1	Mitochondrion; mitochondrial matrix
DB00145	BE0000898	5-aminolevulinate synthase, erythroid-specific, mitochondrial	Human	P22557	ALAS2	Mitochondrion; mitochondrial matrix
DB00145	BE0002302	Glycine cleavage system H protein, mitochondrial	Human	P23434	GCSH	Mitochondrion
DB00145	BE0000998	Glycine--tRNA ligase	Human	P41250	GARS	
DB00145	BE0000760	Glutamate receptor ionotropic, NMDA 2A	Human	Q12879	GRIN2A	Membrane; multi-pass membrane protein
DB00145	BE0002303	Bile acid-CoA:amino acid N-acyltransferase	Human	Q14032	BAAT	Cytoplasm
DB00145	BE0002304	N-arachidonyl glycine receptor	Human	Q14330	GPR18	Membrane
DB00145	BE0000185	Glutathione synthetase	Human	P48637	GSS	
DB00145	BE0000454	Glutamate receptor ionotropic, NMDA 2C	Human	Q14957	GRIN2C	Membrane; multi-pass membrane protein
DB00145	BE0002154	Serine hydroxymethyltransferase	Human	Q14957		
DB00145	BE0000331	Serine hydroxymethyltransferase, cytosolic	Human	P34896	SHMT1	Cytoplasm
DB00145	BE0000331	Serine hydroxymethyltransferase, cytosolic	Human	P34896	SHMT1	Cytoplasm
DB00145	BE0002305	Glycine N-acyltransferase	Human	Q6IB77	GLYAT	Mitochondrion
DB00145	BE0000536	Proton-coupled amino acid transporter 1	Human	Q7Z2H8	SLC36A1	Cell membrane; multi-pass membrane protein. Lysosome; lysosomal membrane; multi-pass membrane protei
DB00145	BE0000292	Serine hydroxymethyltransferase, mitochondrial	Human	P34897	SHMT2	Mitochondrion
DB00145	BE0002306	Glycine N-acyltransferase-like protein 2	Human	Q8WU03	GLYATL2	Mitochondrion
DB00145	BE0002307	Glycine N-acyltransferase-like protein 1	Human	Q969I3	GLYATL1	Mitochondrion
DB00145	BE0000102	Alanine--glyoxylate aminotransferase 2, mitochondrial	Human	Q9BYV1	AGXT2	Mitochondrion (Potential)
DB00145	BE0002308	Vesicular inhibitory amino acid transporter	Human	Q9H598	SLC32A1	Cytoplasmic vesicle
DB00145	BE0002309	Peroxisomal sarcosine oxidase	Human	Q9P0Z9	PIPOX	Peroxisome
DB00145	BE0002310	Sodium- and chloride-dependent glycine transporter 2	Human	Q9Y345	SLC6A5	Membrane
DB00145	BE0000534	Glutamate receptor ionotropic, NMDA 3B	Human	O60391	GRIN3B	Cell membrane; multi-pass membrane protein. Requires the presence of GRIN1 to be targeted at the pla
DB00145	BE0000618	Glycine dehydrogenase [decarboxylating], mitochondrial	Human	P23378	GLDC	Mitochondrion
DB00145	BE0000940	Sodium- and chloride-dependent glycine transporter 1	Human	P48067	SLC6A9	Membrane; multi-pass membrane protein
DB00145	BE0000433	Glycine receptor subunit alpha-1	Human	P23415	GLRA1	Membrane; multi-pass membrane protein
DB00145	BE0000316	Serine--pyruvate aminotransferase	Human	P21549	AGXT	Peroxisome. Except in some PH1 patients where AGT is found in the mitochondrial matrix
DB00145	BE0000055	Glycine receptor subunit beta	Human	P48167	GLRB	Membrane; multi-pass membrane protein
DB00145	BE0000331	Serine hydroxymethyltransferase, cytosolic	Human	P34896	SHMT1	Cytoplasm
DB00145	BE0000414	Glycine receptor subunit alpha-3	Human	O75311	GLRA3	Membrane; multi-pass membrane protein
DB00145	BE0000745	Glycine receptor subunit alpha-2	Human	P23416	GLRA2	Membrane; multi-pass membrane protein
DB00145	BE0000372	Glycine N-methyltransferase	Human	Q14749	GNMT	Cytoplasm
DB00145	BE0000292	Serine hydroxymethyltransferase, mitochondrial	Human	P34897	SHMT2	Mitochondrion
DB00145	BE0000347	Glycine amidinotransferase, mitochondrial	Human	P50440	GATM	Mitochondrion. Cytoplasm. The mitochondrial form is found in the intermembrane space probably attach
DB00146	BE0000779	Vitamin D3 receptor	Human	P11473	VDR	Nucleus
DB00147	BE0000042	Pyridoxal kinase	Human	O00764	PDXK	Cytoplasm
DB00148	BE0000714	Creatine kinase M-type	Human	P06732	CKM	Cytoplasm
DB00148	BE0000171	Creatine kinase U-type, mitochondrial	Human	P12532	CKMT1A	Mitochondrion; mitochondrial inner membrane; intermembrane side
DB00148	BE0000082	Creatine kinase B-type	Human	P12277	CKB	Cytoplasm
DB00148	BE0000410	Creatine kinase S-type, mitochondrial	Human	P17540	CKMT2	Mitochondrion; mitochondrial inner membrane; intermembrane side
DB00148	BE0000375	Sodium- and chloride-dependent creatine transporter 1	Human	P48029	SLC6A8	Membrane; multi-pass membrane protein
DB00148	BE0000567	Guanidinoacetate N-methyltransferase	Human	Q14353	GAMT	
DB00149	BE0000204	Probable leucine--tRNA ligase, mitochondrial	Human	Q15031	LARS2	Mitochondrion; mitochondrial matrix
DB00149	BE0000721	Branched-chain-amino-acid aminotransferase, mitochondrial	Human	O15382	BCAT2	Isoform A:Mitochondrion. Isoform B:Cytoplasm
DB00149	BE0000517	Branched-chain-amino-acid aminotransferase, cytosolic	Human	P54687	BCAT1	Cytoplasm
DB00149	BE0000613	Leucine carboxyl methyltransferase 2	Human	O60294	LCMT2	
DB00149	BE0000450	Leucine carboxyl methyltransferase 1	Human	Q9UIC8	LCMT1	
DB00149	BE0000769	Leucine--tRNA ligase, cytoplasmic	Human	Q9P2J5	LARS	Cytoplasm
DB00150	BE0002311	Tryptophan--tRNA ligase, mitochondrial	Human	Q9UGM6	WARS2	Mitochondrion
DB00150	BE0001343	Tryptophan--tRNA ligase	Geobacillus stearothermophilus	P00953	trpS	Cytoplasm
DB00150	BE0000228	Tryptophan--tRNA ligase, cytoplasmic	Human	P23381	WARS	
DB00151	BE0000606	Glutamate--cysteine ligase regulatory subunit	Human	P48507	GCLM	
DB00151	BE0000166	Glutamate--cysteine ligase catalytic subunit	Human	P48506	GCLC	Cytoplasmic
DB00151	BE0000153	Cysteine dioxygenase	Human	P48506	CDO-1	
DB00151	BE0000529	Aspartate aminotransferase, cytoplasmic	Human	P17174	GOT1	Cytoplasm
DB00151	BE0000791	Cystathionine gamma-lyase	Human	P32929	CTH	Cytoplasm
DB00151	BE0000323	Cystathionine beta-synthase	Human	P35520	CBS	Cytoplasm
DB00151	BE0000701	Cysteine--tRNA ligase, cytoplasmic	Human	P49589	CARS	Cytoplasm
DB00151	BE0001145	Methylated-DNA--protein-cysteine methyltransferase	Human	P16455	MGMT	Nucleus
DB00151	BE0000185	Glutathione synthetase	Human	P48637	GSS	
DB00151	BE0000963	Thiamine transporter 2	Human	Q9BZV2	SLC19A3	Membrane; multi-pass membrane protein (Potential)
DB00151	BE0002312	Probable cysteine--tRNA ligase, mitochondrial	Human	Q9HA77	CARS2	Mitochondrion
DB00151	BE0000079	Cysteine sulfinic acid decarboxylase	Human	Q9Y600	CSAD	
DB00151	BE0000151	Cysteine desulfurase, mitochondrial	Human	Q9Y697	NFS1	Mitochondrion. Cytoplasm
DB00151	BE0000569	Cysteine dioxygenase type 1	Human	Q16878	CDO1	
DB00152	BE0000157	Thiamin pyrophosphokinase 1	Human	Q9H3S4	TPK1	
DB00152	BE0003530	Thiamine transporter 1	Human	O60779	SLC19A2	Membrane
DB00153	BE0000779	Vitamin D3 receptor	Human	P11473	VDR	Nucleus
DB00154	BE0000017	Prostaglandin G/H synthase 1	Human	P23219	PTGS1	Microsome; microsomal membrane; peripheral membrane protein
DB00154	BE0000262	Prostaglandin G/H synthase 2	Human	P35354	PTGS2	Microsome; microsomal membrane; peripheral membrane protein
DB00155	BE0000671	Argininosuccinate synthase	Human	P00966	ASS1	
DB00155	BE0000608	N(G),N(G)-dimethylarginine dimethylaminohydrolase 2	Human	O95865	DDAH2	
DB00155	BE0000788	Argininosuccinate synthetase, isoform CRA_a	Human	O95865	ASS1	
DB00155	BE0000766	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1	Human	O94760	DDAH1	
DB00155	BE0000306	Ornithine carbamoyltransferase, mitochondrial	Human	P00480	OTC	Mitochondrion; mitochondrial matrix
DB00155	BE0000067	Nitric oxide synthase, brain	Human	P29475	NOS1	Sarcolemma; sarcolemmal membrane; peripheral membrane protein. In skeletal muscle, it is localized b
DB00155	BE0000005	Nitric oxide synthase, inducible	Human	P35228	NOS2	
DB00155	BE0000263	Nitric oxide synthase, endothelial	Human	P29474	NOS3	
DB00155	BE0002313	Protein-arginine deiminase type-6	Human	Q6TGC4	PADI6	Cytoplasm
DB00155	BE0002314	Protein-arginine deiminase type-1	Human	Q9ULC6	PADI1	Cytoplasm
DB00155	BE0002315	Protein-arginine deiminase type-3	Human	Q9ULW8	PADI3	Cytoplasm
DB00155	BE0002316	Protein-arginine deiminase type-2	Human	Q9Y2J8	PADI2	Cytoplasm
DB00155	BE0001092	Protein-arginine deiminase type-4	Human	Q9UM07	PADI4	Cytoplasm. Nucleus. Note=Cytoplasmic granules of eosinophils and neutrophils
DB00156	BE0000482	Threonine synthase-like 1	Human	Q8IYQ7	THNSL1	
DB00156	BE0000234	Threonine--tRNA ligase, cytoplasmic	Human	P26639	TARS	Cytoplasm
DB00156	BE0002317	Threonine--tRNA ligase, mitochondrial	Human	Q9BW92	TARS2	Mitochondrion
DB00157	BE0000645	UDP-glucose 6-dehydrogenase	Human	O60701	UGDH	
DB00157	BE0000227	Alcohol dehydrogenase 1A	Human	P07327	ADH1A	Cytoplasm
DB00157	BE0000299	Sorbitol dehydrogenase	Human	Q00796	SORD	
DB00157	BE0000360	Alcohol dehydrogenase 4	Human	P08319	ADH4	Cytoplasm
DB00157	BE0000465	Alcohol dehydrogenase 1C	Human	P00326	ADH1C	Cytoplasm
DB00157	BE0000400	Alcohol dehydrogenase 1B	Human	P00325	ADH1B	Cytoplasm
DB00157	BE0000522	Alcohol dehydrogenase class 4 mu/sigma chain	Human	P40394	ADH7	Cytoplasm
DB00157	BE0000208	Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic	Human	P21695	GPD1	Cytoplasm
DB00157	BE0000297	L-lactate dehydrogenase A-like 6A	Human	Q6ZMR3	LDHAL6A	
DB00157	BE0000009	Alcohol dehydrogenase class-3	Human	P11766	ADH5	Cytoplasm
DB00157	BE0000747	Aldose reductase	Human	P15121	AKR1B1	Cytoplasm
DB00157	BE0000317	3-hydroxyacyl-CoA dehydrogenase type-2	Human	Q99714	HSD17B10	
DB00157	BE0000780	Malate dehydrogenase, mitochondrial	Human	P40926	MDH2	Mitochondrion; mitochondrial matrix
DB00157	BE0000425	L-lactate dehydrogenase A chain	Human	P00338	LDHA	Cytoplasm
DB00157	BE0000148	NAD-dependent malic enzyme, mitochondrial	Human	P23368	ME2	Mitochondrion; mitochondrial matrix
DB00157	BE0000408	Peroxisomal multifunctional enzyme type 2	Human	P51659	HSD17B4	Peroxisome
DB00157	BE0000100	L-lactate dehydrogenase A-like 6B	Human	Q9BYZ2	LDHAL6B	
DB00157	BE0000149	L-lactate dehydrogenase C chain	Human	P07864	LDHC	Cytoplasm
DB00157	BE0000068	L-lactate dehydrogenase B chain	Human	P07195	LDHB	Cytoplasm
DB00157	BE0000586	Peroxisomal bifunctional enzyme	Human	Q08426	EHHADH	Peroxisome
DB00157	BE0000377	Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial	Human	Q16836	HADH	Mitochondrion; mitochondrial matrix
DB00157	BE0000328	NADP-dependent malic enzyme, mitochondrial	Human	Q16798	ME3	Mitochondrion; mitochondrial matrix
DB00157	BE0000175	D-beta-hydroxybutyrate dehydrogenase, mitochondrial	Human	Q02338	BDH1	Mitochondrion; mitochondrial matrix
DB00157	BE0000589	Malate dehydrogenase, cytoplasmic	Human	P40925	MDH1	Cytoplasm
DB00157	BE0000128	3-hydroxyisobutyrate dehydrogenase, mitochondrial	Human	P31937	HIBADH	Mitochondrion
DB00157	BE0000336	Testosterone 17-beta-dehydrogenase 3	Human	P37058	HSD17B3	
DB00157	BE0000574	3-hydroxy-3-methylglutaryl-coenzyme A reductase	Human	P04035	HMGCR	Endoplasmic reticulum; endoplasmic reticulum membrane; multi-pass membrane protein. Peroxisome; pero
DB00157	BE0000604	NADP-dependent malic enzyme	Human	P48163	ME1	Cytoplasm
DB00157	BE0000161	D-3-phosphoglycerate dehydrogenase	Human	O43175	PHGDH	
DB00157	BE0000184	3-keto-steroid reductase	Human	P56937	HSD17B7	Membrane; single-pass membrane protein
DB00157	BE0000771	Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial	Human	P51553	IDH3G	Mitochondrion
DB00157	BE0000559	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	Human	O43837	IDH3B	Mitochondrion
DB00157	BE0000011	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	Human	P50213	IDH3A	Mitochondrion
DB00157	BE0000194	Estradiol 17-beta-dehydrogenase 1	Human	P14061	HSD17B1	Cytoplasm
DB00157	BE0000006	Estradiol 17-beta-dehydrogenase 2	Human	P37059	HSD17B2	Membrane; single-pass type II membrane protein (Potential)
DB00157	BE0000570	11-cis retinol dehydrogenase	Human	Q92781	RDH5	Membrane; peripheral membrane protein
DB00157	BE0000357	GDH/6PGL endoplasmic bifunctional protein	Human	O95479	H6PD	Endoplasmic reticulum; endoplasmic reticulum lumen. Microsomes, endoplasmic reticulum lumen
DB00157	BE0000578	Estradiol 17-beta-dehydrogenase 8	Human	Q92506	HSD17B8	
DB00157	BE0000438	Aldo-keto reductase family 1 member C4	Human	P17516	AKR1C4	Cytoplasm
DB00157	BE0000722	Inosine-5'-monophosphate dehydrogenase 2	Human	P12268	IMPDH2	
DB00157	BE0000592	Aldo-keto reductase family 1 member C3	Human	P42330	AKR1C3	Cytoplasm
DB00157	BE0000552	15-hydroxyprostaglandin dehydrogenase [NAD(+)]	Human	P15428	HPGD	Cytoplasm
DB00157	BE0000662	GDP-L-fucose synthase	Human	Q13630	TSTA3	
DB00157	BE0000126	Aldo-keto reductase family 1 member C1	Human	Q04828	AKR1C1	Cytoplasm
DB00157	BE0000329	Corticosteroid 11-beta-dehydrogenase isozyme 1	Human	P28845	HSD11B1	Endoplasmic reticulum; endoplasmic reticulum membrane; single-pass type II membrane protein
DB00157	BE0000059	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2	Human	P26439	HSD3B2	Endoplasmic reticulum; endoplasmic reticulum membrane; single-pass membrane protein. Mitochondrion; 
DB00157	BE0000051	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1	Human	P14060	HSD3B1	Endoplasmic reticulum; endoplasmic reticulum membrane; single-pass membrane protein. Mitochondrion; 
DB00157	BE0000761	Inosine-5'-monophosphate dehydrogenase 1	Human	P20839	IMPDH1	
DB00157	BE0000260	Trifunctional enzyme subunit alpha, mitochondrial	Human	P40939	HADHA	Mitochondrion
DB00157	BE0000133	Aldehyde dehydrogenase, mitochondrial	Human	P05091	ALDH2	Mitochondrion; mitochondrial matrix
DB00157	BE0000131	Corticosteroid 11-beta-dehydrogenase isozyme 2	Human	P80365	HSD11B2	Microsome
DB00157	BE0000622	Aldo-keto reductase family 1 member C2	Human	P52895	AKR1C2	Cytoplasm (Potential)
DB00157	BE0000044	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating	Human	Q15738	NSDHL	
DB00157	BE0000193	Aldehyde dehydrogenase family 3 member B2	Human	P48448	ALDH3B2	
DB00157	BE0000231	Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial	Human	Q02252	ALDH6A1	Mitochondrion
DB00157	BE0000718	Aldehyde dehydrogenase, dimeric NADP-preferring	Human	P30838	ALDH3A1	Cytoplasm
DB00157	BE0000554	Retinal dehydrogenase 1	Human	P00352	ALDH1A1	Cytoplasm
DB00157	BE0000720	Glyceraldehyde-3-phosphate dehydrogenase, testis-specific	Human	O14556	GAPDHS	Cytoplasm
DB00157	BE0000287	4-trimethylaminobutyraldehyde dehydrogenase	Human	P49189	ALDH9A1	Cytoplasm
DB00157	BE0000583	Aldehyde dehydrogenase family 1 member A3	Human	P47895	ALDH1A3	Cytoplasm
DB00157	BE0000479	Aldehyde dehydrogenase X, mitochondrial	Human	P30837	ALDH1B1	Mitochondrion; mitochondrial matrix
DB00157	BE0000446	Aldehyde dehydrogenase family 3 member B1	Human	P43353	ALDH3B1	
DB00157	BE0000542	Glyceraldehyde-3-phosphate dehydrogenase	Human	P04406	GAPDH	Cytoplasm
DB00157	BE0000513	Retinal dehydrogenase 2	Human	O94788	ALDH1A2	Cytoplasm
DB00157	BE0000600	Fatty aldehyde dehydrogenase	Human	P51648	ALDH3A2	Endoplasmic reticulum; endoplasmic reticulum membrane; single-pass membrane protein; cytoplasmic sid
DB00157	BE0000152	Succinate-semialdehyde dehydrogenase, mitochondrial	Human	P51649	ALDH5A1	
DB00157	BE0000135	Alpha-aminoadipic semialdehyde dehydrogenase	Human	P49419	ALDH7A1	
DB00157	BE0000595	Flavin reductase (NADPH)	Human	P30043	BLVRB	Cytoplasm (Potential)
DB00157	BE0000728	Pyrroline-5-carboxylate reductase 2	Human	Q96C36	PYCR2	
DB00157	BE0000225	Pyrroline-5-carboxylate reductase 1, mitochondrial	Human	P32322	PYCR1	
DB00157	BE0000180	Glutamate dehydrogenase 1, mitochondrial	Human	P00367	GLUD1	Mitochondrion; mitochondrial matrix
DB00157	BE0000098	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	Human	P11177	PDHB	Mitochondrion; mitochondrial matrix
DB00157	BE0000609	Pyruvate dehydrogenase E1 component subunit alpha, testis-specific form, mitochondrial	Human	P29803	PDHA2	Mitochondrion; mitochondrial matrix
DB00157	BE0000571	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial	Human	P08559	PDHA1	Mitochondrion; mitochondrial matrix
DB00157	BE0000741	Biliverdin reductase A	Human	P53004	BLVRA	Cytoplasm
DB00157	BE0000762	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	Human	P16219	ACADS	Mitochondrion; mitochondrial matrix
DB00157	BE0000330	Dihydrofolate reductase	Human	P00374	DHFR	
DB00157	BE0000162	2-oxoglutarate dehydrogenase, mitochondrial	Human	Q02218	OGDH	Mitochondrion; mitochondrial matrix
DB00157	BE0000755	Glutamate dehydrogenase 2, mitochondrial	Human	P49448	GLUD2	Mitochondrion; mitochondrial matrix
DB00157	BE0000031	7-dehydrocholesterol reductase	Human	Q9UBM7	DHCR7	Endoplasmic reticulum; endoplasmic reticulum membrane; multi-pass membrane protein
DB00157	BE0000220	Ribosyldihydronicotinamide dehydrogenase [quinone]	Human	P16083	NQO2	Cytoplasm
DB00157	BE0000655	NADH-ubiquinone oxidoreductase chain 2	Human	P03891	MT-ND2	Mitochondrion; mitochondrial inner membrane; multi-pass membrane protein
DB00157	BE0000073	Alpha-aminoadipic semialdehyde synthase, mitochondrial	Human	Q9UDR5	AASS	Mitochondrion
DB00157	BE0000196	NADH-ubiquinone oxidoreductase chain 3	Human	P03897	MT-ND3	
DB00157	BE0000307	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	Human	O75251	NDUFS7	Mitochondrion
DB00157	BE0000617	C-1-tetrahydrofolate synthase, cytoplasmic	Human	P11586	MTHFD1	Cytoplasm
DB00157	BE0000268	Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial	Human	P13995	MTHFD2	Mitochondrion
DB00157	BE0000244	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	Human	P30038	ALDH4A1	Mitochondrion; mitochondrial matrix
DB00157	BE0000160	NADH-cytochrome b5 reductase 3	Human	P00387	CYB5R3	Isoform 1:Endoplasmic reticulum; endoplasmic reticulum membrane; lipid-anchor; cytoplasmic side. Mit
DB00157	BE0000541	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11	Human	Q86Y39	NDUFA11	Mitochondrion; mitochondrial inner membrane; multi-pass membrane protein; matrix side
DB00157	BE0000551	NADH-ubiquinone oxidoreductase chain 4	Human	P03905	MT-ND4	
DB00157	BE0000540	Dihydropteridine reductase	Human	P09417	QDPR	
DB00157	BE0000503	NADH-ubiquinone oxidoreductase chain 1	Human	P03886	MT-ND1	Mitochondrion; mitochondrial inner membrane; multi-pass membrane protein (Probable)
DB00157	BE0000008	NAD(P) transhydrogenase, mitochondrial	Human	Q13423	NNT	Mitochondrion; mitochondrial inner membrane; multi-pass membrane protein; matrix side (Potential)
